title,genre,studio,number_of_episodes,release_date,content_type,viewer_reviews,source
Love Live! Nijigasaki High School Idol Club,"Music, Slice of Life",Sunrise,13,2020-10,Tv,74,AniList
SAKAMOTO DAYS Part 2,"Action, Comedy",TMS Entertainment,,2025-07,Tv,,AniList
DRAMAtical Murder,"Action, Drama, Mystery, Psychological, Sci-Fi",Nitroplus,12,2014-07,Tv,54,AniList
A Good Librarian Like a Good Shepherd,"Comedy, Romance",Hoods Entertainment,12,2014-10,Tv,65,AniList
Mobile Suit Gundam: The Witch from Mercury - PROLOGUE,"Mecha, Sci-Fi",Sunrise,1,2022-07,Special,78,AniList
Lady Oscar: The Rose of Versailles,"Adventure, Drama, Romance",Tokyo Movie Shinsha,40,1979-10,Tv,81,AniList
Girlish Number,"Comedy, Slice of Life",diomedéa,12,2016-10,Tv,67,AniList
My Hero Academia: You’re Next,"Action, Adventure, Sci-Fi",bones,1,2024-08,Movie,76,AniList
Metropolis,"Adventure, Drama, Romance, Sci-Fi",MADHOUSE,1,2001-05,Movie,73,AniList
Anonymous Noise,"Music, Romance",Brain's Base,12,2017-04,Tv,65,AniList
Chaos;Child,"Horror, Mystery, Psychological, Sci-Fi, Supernatural",SILVER LINK.,13,2017-01,Tv,59,AniList
Baby Steps,"Romance, Sports",Studio Pierrot,25,2014-04,Tv,75,AniList
Miss Kobayashi's Dragon Something,"Comedy, Fantasy, Slice of Life",Kyoto Animation,7,2017-03,Special,70,AniList
Conception,"Action, Adventure, Fantasy, Romance",GONZO,12,2018-10,Tv,39,AniList
The Vampire Dies in No Time,"Comedy, Supernatural",MADHOUSE,12,2021-10,Tv,70,AniList
Pokémon Heroes,"Action, Adventure, Comedy, Drama, Fantasy",OLM,1,2002-07,Movie,69,AniList
The Irregular at Magic High School: Reminiscence Arc,"Action, Romance, Sci-Fi, Supernatural",8-bit,1,2021-12,Special,75,AniList
HUNTER×HUNTER: Greed Island,"Action, Adventure, Fantasy",Nippon Animation,8,2003-02,Ova,79,AniList
Sweet Reincarnation,"Action, Fantasy, Slice of Life",SynergySP,12,2023-07,Ona,66,AniList
Date A Bullet: Dead or Bullet & Nightmare or Queen,Sci-Fi,GEEKTOYS,1,2020-08,Movie,73,AniList
Samurai Harem,"Comedy, Ecchi, Romance",AIC,12,2009-01,Tv,62,AniList
Viral Hit,"Action, Comedy",Okuruto Noboru,12,2024-04,Tv,71,AniList
High School Fleet,"Action, Comedy, Slice of Life",Production IMS,12,2016-04,Tv,70,AniList
A Town Where You Live,"Drama, Romance, Slice of Life",GONZO,12,2013-07,Tv,64,AniList
Unlimited Psychic Squad,"Action, Sci-Fi",Manglobe,12,2013-01,Tv,72,AniList
Revenger,Action,Shouchiku,12,2023-01,Tv,64,AniList
The Ancient Magus' Bride: The Boy from the West and the Knight of the Blue Storm,"Drama, Fantasy, Supernatural",Studio Kafka,3,2021-09,Ova,75,AniList
Senpai is an Otokonoko,"Comedy, Drama, Romance",Aniplex,12,2024-07,Tv,73,AniList
Your lie in April: Moments,"Music, Slice of Life",A-1 Pictures,1,2015-05,Ova,74,AniList
Dragon Ball Z: The Return of Cooler,"Action, Adventure, Sci-Fi",Toei Animation,1,1992-03,Movie,64,AniList
Brothers Conflict,Romance,Funimation,12,2013-07,Tv,52,AniList
Call of the Night Season 2,"Comedy, Psychological, Romance, Slice of Life, Supernatural",LIDENFILMS,,2025-07,Tv,,AniList
Code Geass: Rozé of the Recapture,"Action, Drama, Mecha, Sci-Fi, Thriller",Sunrise,12,2024-06,Ona,65,AniList
Kill Me Baby,Comedy,J.C.STAFF,13,2012-01,Tv,66,AniList
Sailor Moon S,"Action, Adventure, Drama, Fantasy, Mahou Shoujo, Romance",Toei Animation,38,1994-03,Tv,78,AniList
Dragon Ball Z: Bio-Broly,"Action, Adventure, Sci-Fi",Toei Animation,1,1994-07,Movie,52,AniList
Hajime no Ippo: The Fighting! - Champion Road,"Comedy, Sports",MADHOUSE,1,2003-04,Special,80,AniList
Hinomaru Sumo,"Action, Sports",GONZO,24,2018-10,Tv,72,AniList
Lupin The 3rd: The Castle of Cagliostro,"Action, Adventure, Comedy, Mystery",Tokyo Movie Shinsha,1,1979-12,Movie,80,AniList
Celestial Method,"Drama, Fantasy, Slice of Life",Studio 3Hz,13,2014-10,Tv,64,AniList
Ao Haru Ride: unwritten,"Romance, Slice of Life",Production I.G,1,2014-08,Ova,72,AniList
Dragon Ball Z: Bojack Unbound,"Action, Adventure, Sci-Fi",Toei Animation,1,1993-07,Movie,67,AniList
Basilisk,"Action, Adventure, Drama, Romance",GONZO,24,2005-04,Tv,71,AniList
Isuca,"Action, Comedy, Ecchi, Romance, Supernatural",Arms,10,2015-01,Tv,54,AniList
Ace of the Diamond Second Season,Sports,Production I.G,51,2015-04,Tv,82,AniList
Midori Days,"Comedy, Drama, Ecchi, Romance, Slice of Life, Supernatural",Studio Pierrot,13,2004-04,Tv,68,AniList
Sound! Euphonium 3,"Drama, Music, Slice of Life",Kyoto Animation,13,2024-04,Tv,87,AniList
Steins;Gate: Soumei Eichi no Cognitive Computing,"Comedy, Sci-Fi",WHITE FOX,4,2014-10,Ona,72,AniList
MUSHI-SHI Special: Bell Droplets,"Adventure, Fantasy, Mystery, Psychological, Slice of Life, Supernatural",Artland,1,2015-05,Movie,84,AniList
PSYCHO-PASS Sinners of the System: Case.2 First Guardian,"Action, Psychological, Sci-Fi, Thriller",Production I.G,1,2019-02,Movie,73,AniList
BLACKFOX,"Action, Sci-Fi",Studio 3Hz,1,2019-10,Movie,64,AniList
NieR:Automata Ver1.1a Cour 2,"Action, Drama, Fantasy, Psychological, Sci-Fi",Aniplex,12,2024-07,Tv,80,AniList
"Zoku Sayonara, Zetsubou-Sensei",Comedy,Shaft,13,2008-01,Tv,77,AniList
Lupin the 3rd,"Adventure, Comedy",Tokyo Movie Shinsha,23,1971-10,Tv,74,AniList
Golden Kamuy Season 4,"Action, Adventure, Comedy",Brain's Base,13,2022-10,Tv,81,AniList
Code Geass: Lelouch of the Rebellion I - Initiation,"Action, Drama, Mecha, Sci-Fi, Thriller",Sunrise,1,2017-10,Movie,76,AniList
Tenjho Tenge,"Action, Drama, Ecchi",MADHOUSE,24,2004-04,Tv,64,AniList
One Piece: Baron Omatsuri and the Secret Island,"Adventure, Comedy, Fantasy",Toei Animation,1,2005-03,Movie,77,AniList
Fist of the North Star,"Action, Drama, Sci-Fi",Toei Animation,109,1984-10,Tv,75,AniList
Astarotte's Toy,"Comedy, Ecchi, Fantasy, Romance",diomedéa,12,2011-04,Tv,60,AniList
PSYCHO-PASS 3: First Inspector,"Action, Psychological, Sci-Fi, Thriller",Production I.G,3,2020-03,Ona,77,AniList
Tokyo Mew Mew,"Adventure, Comedy, Fantasy, Mahou Shoujo, Romance, Sci-Fi",Studio Pierrot,52,2002-04,Tv,69,AniList
Pokémon: Black & White,"Action, Adventure, Comedy, Fantasy",TV Tokyo,84,2010-09,Tv,62,AniList
Hozuki's Coolheadedness,"Comedy, Fantasy, Supernatural",WIT STUDIO,13,2014-01,Tv,74,AniList
Pokémon: Lucario and the Mystery of Mew,"Action, Adventure, Drama, Fantasy",OLM,1,2005-07,Movie,71,AniList
Seitokai Yakuindomo OVA,"Comedy, Slice of Life",GoHands,8,2011-04,Ova,75,AniList
Dragon Ball Z: The Tree of Might,"Action, Adventure, Sci-Fi",Toei Animation,1,1990-07,Movie,62,AniList
"Diabolik Lovers Ⅱ : More,blood","Drama, Horror, Romance, Supernatural",ZEXCS,12,2015-09,Tv Short,50,AniList
My Daughter Left the Nest and Returned an S-Rank Adventurer,"Adventure, Fantasy",TYPHOON GRAPHICS,13,2023-09,Tv,66,AniList
Show Me Your Panties While You Give Me That Disgusted Look!,Ecchi,UWAN Pictures,6,2018-07,Ova,53,AniList
Fate/kaleid liner Prisma☆Illya: Vow in the Snow,"Action, Drama, Fantasy, Psychological",SILVER LINK.,1,2017-08,Movie,78,AniList
Clannad: The Motion Picture,"Drama, Fantasy, Romance",Toei Animation,1,2007-09,Movie,66,AniList
Myself; Yourself,"Drama, Romance",Doga Kobo,13,2007-10,Tv,66,AniList
Yasuke,"Action, Fantasy, Mecha, Sci-Fi",MAPPA,6,2021-04,Ona,56,AniList
The Rising of the Shield Hero Season 4,"Action, Adventure, Fantasy",KADOKAWA,,2025-07,Tv,,AniList
Yu-Gi-Oh! 5D's,"Action, Sci-Fi",Studio Gallop,154,2008-04,Tv,73,AniList
given: on the other hand,"Drama, Music, Romance, Slice of Life",Lerche,1,2021-12,Ova,81,AniList
Dungeon Meshi 2nd Season,"Adventure, Comedy, Fantasy",KADOKAWA,,,Tv,,AniList
JORAN THE PRINCESS OF SNOW AND BLOOD,"Action, Supernatural",BAKKEN RECORD,12,2021-03,Ona,57,AniList
Mashiroiro Symphony,"Drama, Romance",Manglobe,12,2011-10,Tv,66,AniList
Dragon Crisis,"Action, Romance, Supernatural",Studio DEEN,12,2011-01,Tv,61,AniList
Romeo x Juliet,"Drama, Fantasy, Romance",GONZO,24,2007-04,Tv,71,AniList
Pom Poko,"Comedy, Drama, Fantasy",Kyoto Animation,1,1994-06,Movie,70,AniList
Devil Survivor 2: The Animation,"Action, Supernatural",Mainichi Broadcasting System,13,2013-04,Tv,63,AniList
Dragon Ball: Episode of Bardock,"Action, Adventure, Comedy, Sci-Fi",Toei Animation,1,2011-12,Special,68,AniList
The Daily Life of a Middle-Aged Online Shopper in Another World,"Ecchi, Fantasy",KADOKAWA,13,2025-01,Tv,62,AniList
The Banished Former Hero Lives as He Pleases,"Action, Adventure, Fantasy, Romance",Studio DEEN,12,2024-04,Tv,48,AniList
The Ancient Magus' Bride Season 2 Part 2,"Drama, Fantasy, Romance, Slice of Life, Supernatural",Studio Kafka,12,2023-10,Tv,79,AniList
"Welcome to Japan, Ms. Elf!","Comedy, Fantasy, Romance, Slice of Life",Zero-G,12,2025-01,Tv,72,AniList
Battle Vixens: Ikki Tousen,"Action, Ecchi",J.C.STAFF,13,2003-07,Tv,58,AniList
The Saint's Magic Power is Omnipotent II,"Fantasy, Romance, Slice of Life",diomedéa,12,2023-10,Tv,74,AniList
Medaka Box Abnormal,"Action, Comedy",Gainax,12,2012-10,Tv,71,AniList
Girls und Panzer der Film,"Action, Sports",Actas,1,2015-11,Movie,81,AniList
ef ~ A Tale of Melodies,"Drama, Mystery, Psychological, Romance, Supernatural",Shaft,12,2008-10,Tv,77,AniList
Ayakashi Triangle,"Action, Comedy, Ecchi, Romance, Supernatural",Aniplex,12,2023-01,Tv,62,AniList
The King's Avatar S2,"Action, Drama",Colored Pencil Animation,12,2020-09,Ona,77,AniList
Uta no Prince Sama,"Comedy, Music, Romance",A-1 Pictures,13,2011-07,Tv,65,AniList
Amagi Brilliant Park: No Time to Take It Easy!,"Comedy, Fantasy",Kyoto Animation,1,2015-06,Ova,70,AniList
Black★Rock Shooter (OVA),"Action, Drama, Slice of Life",Rakuonsha,1,2010-07,Ova,66,AniList
KENGAN ASHURA Part II,"Action, Sports",Larx Entertainment,12,2019-10,Ona,76,AniList
RADIANT Season 2,"Action, Adventure, Comedy, Fantasy",Lerche,21,2019-10,Tv,74,AniList
Pokémon: The Rise of Darkrai,"Action, Adventure, Comedy, Drama, Fantasy",OLM,1,2007-07,Movie,70,AniList
Vampire in the Garden,"Action, Adventure, Drama, Fantasy, Music, Sci-Fi",WIT STUDIO,5,2022-05,Ona,70,AniList
As Miss Beelzebub Likes it.,"Comedy, Fantasy, Romance, Slice of Life, Supernatural",LIDENFILMS,12,2018-10,Tv,69,AniList
White Album,"Drama, Music, Romance",Seven Arcs,13,2009-01,Tv,61,AniList
Star Blazers: Space Battleship Yamato 2199,"Action, Drama, Sci-Fi",Xebec,26,2012-04,Ova,81,AniList
Drifting Home,"Adventure, Drama, Mystery, Supernatural",Studio Colorido,1,2022-09,Ona,72,AniList
PSYCHO-PASS Sinners of the System: Case.3 Beyond the Pale of Vengeance,"Action, Psychological, Sci-Fi, Thriller",Production I.G,1,2019-03,Movie,76,AniList
Magic Kaito 1412,"Action, Adventure, Comedy, Mystery",A-1 Pictures,24,2014-10,Tv,76,AniList
Freezing Vibration,"Action, Comedy, Drama, Ecchi, Romance, Sci-Fi",Media Factory,12,2013-10,Tv,63,AniList
Mobile Suit Gundam Seed,"Action, Drama, Mecha, Sci-Fi",Sunrise,50,2002-10,Tv,72,AniList
Dance Dance Danseur,"Drama, Romance, Slice of Life, Sports",MAPPA,11,2022-04,Tv,76,AniList
Haven't You Heard? I'm Sakamoto: Haven’t You Heard? I was Sakamoto,"Comedy, Slice of Life",Studio DEEN,1,2016-09,Ova,67,AniList
Noblesse: Awakening,"Action, Supernatural",Production I.G,1,2016-02,Ona,69,AniList
The Mystic Archives of Dantalian,"Action, Mystery, Supernatural",Gainax,12,2011-07,Tv,69,AniList
Strawberry Panic,"Drama, Romance",MADHOUSE,26,2006-04,Tv,67,AniList
The Founder of Diabolism 2,"Action, Adventure, Drama, Fantasy, Mystery, Supernatural",B.CMAY PICTURES,8,2019-08,Ona,83,AniList
Corpse Party: Missing Footage,Horror,Asread,1,2012-08,Ova,53,AniList
Tearmoon Empire,"Drama, Fantasy, Romance",SILVER LINK.,12,2023-10,Tv,71,AniList
"Good Bye, Dragon Life","Action, Adventure, Fantasy",SynergySP,12,2024-10,Tv,62,AniList
Miss Kobayashi’s Dragon Maid S: Japanese Hospitality (The Attendant Is a Dragon),"Comedy, Fantasy, Slice of Life",Kyoto Animation,1,2022-01,Ova,77,AniList
Haganai: Episode 0,"Comedy, Romance",AIC Build,1,2011-09,Ova,63,AniList
"Omoi, Omoware, Furi, Furare","Drama, Romance",A-1 Pictures,1,2020-09,Movie,71,AniList
Take My Brother Away!,"Comedy, Slice of Life",Fanworks,12,2017-03,Ona,72,AniList
Pokémon: Destiny Deoxys,"Action, Adventure, Comedy, Fantasy, Sci-Fi, Supernatural",OLM,1,2004-07,Movie,67,AniList
Please☆Teacher!,"Comedy, Drama, Romance, Sci-Fi",Bandai Visual,12,2002-01,Tv,66,AniList
Restaurant to Another World 2,"Fantasy, Slice of Life",OLM,12,2021-10,Tv,76,AniList
The Morose Mononokean,Supernatural,Studio Signpost,13,2016-06,Tv,71,AniList
Maid-Sama! It's an extra!,Comedy,J.C.STAFF,1,2011-05,Special,72,AniList
Darker than Black: Beneath Cherry Blossoms in Full Bloom,"Comedy, Sci-Fi",bones,1,2008-03,Special,72,AniList
Macross,"Action, Drama, Mecha, Music, Romance, Sci-Fi",Artland,36,1982-10,Tv,75,AniList
Lucky☆Star OVA,"Comedy, Slice of Life",Kyoto Animation,1,2008-09,Ova,76,AniList
Classroom☆Crisis,"Comedy, Romance, Sci-Fi",Aniplex,13,2015-07,Tv,65,AniList
The Shiunji Family Children,"Comedy, Romance",Doga Kobo,12,2025-04,Tv,67,AniList
Xam'd: Lost Memories,"Action, Sci-Fi",bones,26,2008-07,Ona,73,AniList
Planetarian,"Drama, Fantasy, Sci-Fi",David Production,5,2016-07,Ona,73,AniList
The Strongest Tank's Labyrinth Raids -A Tank with a Rare 9999 Resistance Skill Got Kicked from the Hero's Party-,"Action, Adventure, Fantasy",STUDIO POLON,12,2024-01,Tv,59,AniList
Mobile Suit Gundam Wing,"Action, Adventure, Drama, Mecha, Sci-Fi",Sunrise,49,1995-04,Tv,71,AniList
Garo: The Animation,"Action, Fantasy, Supernatural",MAPPA,24,2014-10,Tv,70,AniList
The Girl from the Other Side,"Drama, Fantasy, Mystery",WIT STUDIO,1,2022-03,Ova,75,AniList
Toilet-bound Hanako-kun Season 2,"Action, Comedy, Drama, Mystery, Supernatural",Lerche,12,2025-01,Tv,79,AniList
Val x Love,"Comedy, Ecchi, Romance, Supernatural",Hoods Entertainment,12,2019-10,Tv,54,AniList
The Slayers,"Adventure, Comedy, Fantasy",E&G Films,26,1995-04,Tv,74,AniList
"BASTARD!! -Heavy Metal, Dark Fantasy-","Action, Adventure, Comedy, Ecchi, Fantasy",LIDENFILMS,24,2022-06,Ona,63,AniList
From Bureaucrat to Villainess: Dad's Been Reincarnated!,"Comedy, Fantasy",Ajiado,12,2025-01,Tv,73,AniList
Blue Exorcist -Beyond the Snow Saga-,"Action, Fantasy, Supernatural",Aniplex,12,2024-10,Tv,74,AniList
Momokuri,"Comedy, Romance, Slice of Life",Satelight,26,2015-12,Ona,68,AniList
The Do-Over Damsel Conquers the Dragon Emperor,"Fantasy, Romance",J.C.STAFF,12,2024-10,Tv,69,AniList
Photo Kano,"Ecchi, Romance",MADHOUSE,13,2013-04,Tv,57,AniList
Assassination Classroom: Meeting Time,"Action, Comedy, Supernatural",Lerche,1,2014-11,Special,71,AniList
A Playthrough of a Certain Dude's VRMMO Life,"Action, Adventure, Comedy, Fantasy",Maho Film,12,2023-10,Tv,62,AniList
Cencoroll,"Action, Sci-Fi",Aniplex,1,2009-07,Movie,68,AniList
Akagi,"Psychological, Sports, Thriller",MADHOUSE,26,2005-10,Tv,77,AniList
Boruto: Naruto the Movie - The Day Naruto Became Hokage,"Action, Comedy",,1,2016-07,Special,70,AniList
To LOVE-Ru Darkness OVA,"Comedy, Ecchi, Romance, Sci-Fi",Xebec,6,2012-08,Ova,72,AniList
SUPER LOVERS,"Comedy, Drama, Romance, Slice of Life",Studio DEEN,10,2016-04,Tv,60,AniList
Dragon Ball Z: Super Android 13!,"Action, Adventure, Sci-Fi",Toei Animation,1,1992-07,Movie,64,AniList
Love Live! Superstar!!,"Music, Slice of Life",Sunrise,12,2021-07,Tv,78,AniList
07-Ghost,"Action, Fantasy",Studio DEEN,25,2009-04,Tv,66,AniList
KONOSUBA -God's Blessing on This Wonderful World! 3 -BONUS STAGE-,"Action, Adventure, Comedy, Ecchi, Fantasy",KADOKAWA,2,2025-03,Ova,80,AniList
Migi&Dali,"Drama, Mystery, Slice of Life",GEEKTOYS,13,2023-10,Tv,75,AniList
Urusei Yatsura,"Comedy, Drama, Romance, Sci-Fi, Slice of Life",Studio Pierrot,195,1981-10,Tv,74,AniList
Gintama: THE SEMI-FINAL,"Action, Comedy",Bandai Namco Pictures,2,2021-01,Special,82,AniList
Record of Ragnarok II Part 2,"Action, Drama, Fantasy, Supernatural",Graphinica,5,2023-07,Ona,76,AniList
Trigun: Badlands Rumble,"Action, Comedy, Sci-Fi",MADHOUSE,1,2010-04,Movie,76,AniList
Walkure Romanze,"Ecchi, Romance, Sports",Lantis,12,2013-10,Tv,58,AniList
VTuber Legend: How I Went Viral after Forgetting to Turn Off My Stream,"Comedy, Slice of Life",KADOKAWA,12,2024-07,Tv,68,AniList
ENDRO!,"Comedy, Fantasy, Slice of Life",Studio Gokumi,12,2019-01,Tv,67,AniList
Onee-chan ga Kita,"Comedy, Romance",C2C,12,2014-01,Tv Short,60,AniList
VAMPIRE HUNTER D,"Action, Fantasy, Horror, Sci-Fi, Supernatural",Ajiado,1,1985-12,Movie,65,AniList
IS: Infinite Stratos Encore: A Sextet Yearning for Love,"Action, Comedy, Mecha, Sci-Fi",Sentai Filmworks,1,2011-12,Ova,64,AniList
Time of Eve: The Movie,"Sci-Fi, Slice of Life",Studio Rikka,1,2010-03,Movie,77,AniList
Dragon Pilot: Hisone & Masotan,"Action, Comedy, Drama, Fantasy, Romance",bones,12,2018-04,Tv,71,AniList
Fate/Grand Order Divine Realm of the Round Table: Camelot - Paladin; Agateram,"Action, Fantasy",Production I.G,1,2021-05,Movie,75,AniList
Cross Game,"Comedy, Drama, Romance, Sports",SynergySP,50,2009-04,Tv,81,AniList
"I’m a Noble on the Brink of Ruin, So I Might as Well Try Mastering Magic","Adventure, Fantasy",Marvy Jack,12,2025-01,Tv,60,AniList
Fullmetal Alchemist: Brotherhood OVA Collection,"Adventure, Drama, Fantasy",bones,4,2009-08,Ova,77,AniList
Shironeko Project ZERO CHRONICLE,"Action, Adventure, Fantasy, Romance",project No.9,12,2020-04,Tv,52,AniList
Girls Beyond the Wasteland,"Comedy, Romance, Slice of Life",project No.9,12,2016-01,Tv,59,AniList
Hunter x Hunter: Yorknew City,"Action, Adventure, Fantasy",Nippon Animation,8,2002-01,Ova,81,AniList
BLAME!,"Action, Drama, Horror, Psychological, Sci-Fi",POLYGON PICTURES,1,2017-05,Movie,68,AniList
Dragon Ball Z: Lord Slug,"Action, Adventure, Sci-Fi",Toei Animation,1,1991-03,Movie,61,AniList
Dragon Ball Z: Dead Zone,"Action, Adventure, Sci-Fi",Toei Animation,1,1989-07,Movie,62,AniList
Monster Musume: Everyday Life With Monster Girls OVA,"Comedy, Ecchi, Fantasy, Romance",Lerche,2,2016-11,Ova,68,AniList
Attack on Titan Part II: Wings of Freedom,"Action, Drama, Fantasy",WIT STUDIO,1,2015-06,Movie,76,AniList
Final Fantasy VII: Advent Children,"Action, Fantasy, Sci-Fi",Square Enix,1,2005-09,Movie,71,AniList
The Heroic Legend of Arslan: Dust Storm Dance,"Action, Adventure, Fantasy",LIDENFILMS,8,2016-07,Tv,72,AniList
Eden of the East the Movie II: Paradise Lost,"Action, Comedy, Drama, Mystery, Romance",Production I.G,1,2010-03,Movie,72,AniList
The Duke of Death and His Maid Season 2,"Comedy, Drama, Romance, Supernatural",NBCUniversal Entertainment Japan,12,2023-07,Tv,76,AniList
Macross Frontier,"Action, Mecha, Music, Romance, Sci-Fi",Satelight,25,2008-04,Tv,76,AniList
Atelier Ryza: Ever Darkness & the Secret Hideout The Animation,"Action, Adventure, Drama, Fantasy",Aniplex,12,2023-07,Tv,64,AniList
MF GHOST,"Sci-Fi, Sports",Avex Pictures,12,2023-10,Tv,74,AniList
Amanchu!,"Comedy, Slice of Life",J.C.STAFF,12,2016-07,Tv,71,AniList
Code Geass: Akito the Exiled - The Wyvern Divided,"Action, Mecha, Sci-Fi",Sunrise,1,2013-09,Movie,71,AniList
A Journey Through Another World: Raising Kids While Adventuring,"Adventure, Fantasy, Slice of Life",EMT Squared,12,2024-07,Tv,66,AniList
Sacrificial Princess and the King of Beasts,"Drama, Fantasy, Romance",J.C.STAFF,24,2023-04,Tv,77,AniList
Level 1 Demon Lord and One Room Hero,"Action, Adventure, Comedy, Ecchi, Fantasy",KADOKAWA,12,2023-07,Tv,70,AniList
Blue Exorcist: Runaway Kuro,"Action, Comedy, Fantasy, Supernatural",Aniplex,1,2011-10,Ova,69,AniList
Laughing Under the Clouds,Action,Doga Kobo,12,2014-10,Tv,70,AniList
Fate/Grand Order Final Singularity - Grand Temple of Time: Solomon,"Action, Fantasy, Supernatural",CloverWorks,1,2021-07,Movie,76,AniList
Saint☆Onii-san,"Comedy, Slice of Life, Supernatural",Aniplex,1,2013-05,Movie,75,AniList
Haganai: Add-on Disc,"Comedy, Romance",Funimation,1,2012-09,Ova,67,AniList
Tsugumomo2,"Action, Comedy, Ecchi, Supernatural",Zero-G,12,2020-04,Tv,72,AniList
Mind Game,"Adventure, Comedy, Psychological, Romance",Horipro,1,2004-08,Movie,76,AniList
Digimon Frontier,"Action, Adventure, Drama, Fantasy, Sci-Fi",Toei Animation,50,2002-04,Tv,69,AniList
Karakai Jouzu no Takagi-san: Water Slide,"Comedy, Romance, Slice of Life",Shin-Ei Animation,1,2018-07,Ova,73,AniList
ATRI -My Dear Moments-,"Drama, Romance, Sci-Fi",TROYCA,13,2024-07,Tv,70,AniList
"The Girl From the Other Side: Siúil, a Rún","Fantasy, Mystery",WIT STUDIO,1,2019-09,Ova,74,AniList
The Fable,"Action, Comedy, Drama, Romance, Thriller",Tezuka Productions,25,2024-04,Tv,77,AniList
Rampo Kitan: Game of Laplace,"Drama, Mystery, Psychological",Lerche,11,2015-07,Tv,60,AniList
Aggretsuko: Season 3,"Comedy, Music, Slice of Life",Fanworks,10,2020-08,Ona,77,AniList
"Wave, Listen to Me!","Comedy, Drama, Romance, Slice of Life",Sunrise,12,2020-04,Tv,71,AniList
Witch Hat Atelier,"Adventure, Drama, Fantasy",Kodansha,,2025,Tv,,AniList
Blood Lad: Wagahai wa Neko de wa Nai,"Action, Comedy, Supernatural",Brain's Base,1,2013-12,Ova,68,AniList
Slow Start,"Comedy, Slice of Life",CloverWorks,12,2018-01,Tv,68,AniList
Danchigai,"Comedy, Slice of Life",DAX Production,12,2015-07,Tv Short,62,AniList
Haikyu!! The Movie: Battle of Concepts,"Comedy, Drama, Sports",Production I.G,1,2017-09,Movie,80,AniList
Baka and Test - Summon the Beasts: Matsuri,"Comedy, Romance, Slice of Life",Funimation,2,2011-02,Ova,72,AniList
Yowamushi Pedal: Grande Road,"Comedy, Drama, Sports",Toho,24,2014-10,Tv,78,AniList
Code Geass: Lelouch of the Rebellion III - Glorification,"Action, Drama, Mecha, Sci-Fi, Thriller",Sunrise,1,2018-05,Movie,77,AniList
Slow Loop,"Slice of Life, Sports",CONNECT,12,2022-01,Tv,71,AniList
Nichijou - My Ordinary Life: Episode 0,"Comedy, Slice of Life",Kyoto Animation,1,2011-03,Ova,73,AniList
Food Wars! The Third Plate: Erina at Polar Star Dormitory,"Drama, Ecchi",J.C.STAFF,1,2018-05,Ova,72,AniList
Desert Punk,"Action, Adventure, Comedy, Ecchi, Sci-Fi",GONZO,24,2004-10,Tv,68,AniList
B: The Beginning: Succession,"Action, Mystery, Psychological, Supernatural, Thriller",Production I.G,6,2021-03,Ona,60,AniList
"'Tis Time for ""Torture,"" Princess","Comedy, Fantasy, Slice of Life",PINE JAM,12,2024-01,Tv,71,AniList
Attack on Titan Part I: Crimson Bow and Arrow,"Action, Drama, Fantasy",WIT STUDIO,1,2014-11,Movie,75,AniList
The Summer Hikaru Died,"Horror, Mystery, Psychological, Supernatural, Thriller",KADOKAWA,,2025-07,Tv,,AniList
The Testament of Sister New Devil DEPARTURES,"Action, Ecchi, Fantasy, Romance",Production IMS,1,2018-01,Ova,66,AniList
Magi: Adventure of Sinbad (OVA),"Action, Adventure, Comedy, Fantasy",Lay-duce,5,2014-05,Ova,76,AniList
Kuma Kuma Kuma Bear - Punch!,"Adventure, Comedy, Fantasy, Slice of Life",EMT Squared,12,2023-04,Tv,72,AniList
Theatre of Darkness: Yamishibai,"Horror, Supernatural",ILCA,13,2013-07,Tv Short,65,AniList
MUSHI-SHI The Next Passage Special - Path of Thorns,"Adventure, Fantasy, Mystery, Psychological, Slice of Life, Supernatural",Artland,1,2014-08,Special,82,AniList
Is this a Zombie? OVA,"Action, Comedy, Ecchi, Supernatural",Studio DEEN,2,2011-06,Ova,70,AniList
Isekai Quartet The Movie: Another World,"Comedy, Fantasy",Studio PuYUKAI,1,2022-06,Movie,73,AniList
Sengoku Youko,"Action, Adventure, Fantasy",WHITE FOX,13,2024-01,Tv,69,AniList
Hidamari Sketch,"Comedy, Slice of Life",Aniplex,12,2007-01,Tv,74,AniList
Rascal Does Not Dream of Santa Claus,"Comedy, Psychological, Romance, Supernatural",Aniplex,,2025-07,Tv,,AniList
Coppelion,"Action, Sci-Fi",GoHands,13,2013-10,Tv,60,AniList
Dragon Ball Z: Bardock – The Father of Goku,"Action, Adventure, Sci-Fi",Toei Animation,1,1990-10,Special,73,AniList
Dream Eater Merry,"Action, Supernatural",J.C.STAFF,13,2011-01,Tv,65,AniList
RahXephon,"Drama, Mecha, Music, Mystery, Psychological, Romance, Sci-Fi",bones,26,2002-01,Tv,70,AniList
The Rolling Girls,"Action, Adventure, Sci-Fi",WIT STUDIO,12,2015-01,Tv,64,AniList
The World Ends with You The Animation,"Action, Supernatural",Shin-Ei Animation,12,2021-04,Tv,57,AniList
RELEASE THE SPYCE,"Action, Adventure",Lay-duce,12,2018-10,Tv,67,AniList
Mayoi Neko Overrun!,"Comedy, Romance",AIC,13,2010-04,Tv,62,AniList
The Demon Girl Next Door Season 2,"Comedy, Fantasy, Mahou Shoujo, Slice of Life",TBS,12,2022-04,Tv,78,AniList
